[2024-07-11 21:41:02] Try to insert 706 codes
[2024-07-11 21:41:06] udpate price: 000020.KS, row: 3
[2024-07-11 21:45:02] udpate price: 004490.KS, row: 3
[2024-07-11 21:45:03] udpate price: 004690.KS, row: 3
[2024-07-11 21:45:05] udpate price: 004700.KS, row: 3
[2024-07-11 21:45:06] udpate price: 004710.KS, row: 3
[2024-07-11 21:45:08] udpate price: 004720.KS, row: 3
[2024-07-11 21:45:09] udpate price: 004770.KS, row: 3
[2024-07-11 21:45:11] udpate price: 004800.KS, row: 3
[2024-07-11 21:45:12] udpate price: 004830.KS, row: 3
[2024-07-11 21:45:14] udpate price: 004835.KS, row: 3
[2024-07-11 21:45:15] udpate price: 004840.KS, row: 3
[2024-07-11 21:45:16] udpate price: 004910.KS, row: 3
[2024-07-11 21:45:18] udpate price: 004960.KS, row: 3
[2024-07-11 21:45:19] udpate price: 004970.KS, row: 3
[2024-07-11 21:45:20] udpate price: 004980.KS, row: 3
[2024-07-11 21:45:22] udpate price: 004985.KS, row: 3
[2024-07-11 21:45:24] udpate price: 005010.KS, row: 3
[2024-07-11 21:45:25] udpate price: 005090.KS, row: 3
[2024-07-11 21:45:27] udpate price: 005180.KS, row: 3
[2024-07-11 21:45:28] udpate price: 005300.KS, row: 3
[2024-07-11 21:45:30] udpate price: 005305.KS, row: 3
[2024-07-11 21:45:31] udpate price: 005380.KS, row: 3
[2024-07-11 21:45:33] udpate price: 005385.KS, row: 3
[2024-07-11 21:45:34] udpate price: 005387.KS, row: 3
[2024-07-11 21:45:36] udpate price: 005389.KS, row: 3
[2024-07-11 21:45:39] udpate price: 005390.KS, row: 3
[2024-07-11 21:45:41] udpate price: 005430.KS, row: 3
[2024-07-11 21:45:43] udpate price: 005440.KS, row: 3
[2024-07-11 21:45:45] udpate price: 005490.KS, row: 3
[2024-07-11 21:45:47] udpate price: 005500.KS, row: 3
[2024-07-11 21:45:49] udpate price: 005610.KS, row: 3
[2024-07-11 21:45:51] udpate price: 005680.KS, row: 3
[2024-07-11 21:45:52] udpate price: 005720.KS, row: 3
[2024-07-11 21:45:54] udpate price: 005725.KS, row: 3
[2024-07-11 21:45:55] udpate price: 005740.KS, row: 3
[2024-07-11 21:45:57] udpate price: 005745.KS, row: 3
[2024-07-11 21:45:58] udpate price: 005800.KS, row: 3
[2024-07-11 21:46:00] udpate price: 005810.KS, row: 3
[2024-07-11 21:46:02] udpate price: 005820.KS, row: 3
[2024-07-11 21:46:03] udpate price: 005830.KS, row: 3
[2024-07-11 21:46:05] udpate price: 005850.KS, row: 3
[2024-07-11 21:46:06] udpate price: 005880.KS, row: 3
[2024-07-11 21:46:08] udpate price: 005930.KS, row: 3
[2024-07-11 21:46:12] udpate price: 005935.KS, row: 3
[2024-07-11 21:46:16] udpate price: 005940.KS, row: 3
[2024-07-11 21:46:19] udpate price: 005945.KS, row: 3
[2024-07-11 21:46:22] udpate price: 006040.KS, row: 3
[2024-07-11 21:46:25] udpate price: 006090.KS, row: 3
[2024-07-11 21:46:28] udpate price: 006110.KS, row: 3
[2024-07-11 21:46:30] udpate price: 006120.KS, row: 3
[2024-07-11 21:46:35] udpate price: 006125.KS, row: 3
[2024-07-11 21:46:36] udpate price: 006220.KS, row: 3
[2024-07-11 21:46:37] udpate price: 006260.KS, row: 3
[2024-07-11 21:46:39] udpate price: 006340.KS, row: 3
[2024-07-11 21:46:40] udpate price: 006345.KS, row: 3
[2024-07-11 21:46:41] udpate price: 006390.KS, row: 3
[2024-07-11 21:46:43] udpate price: 006400.KS, row: 3
[2024-07-11 21:46:44] udpate price: 006405.KS, row: 3
[2024-07-11 21:46:45] udpate price: 006660.KS, row: 3
[2024-07-11 21:46:47] udpate price: 006800.KS, row: 3
[2024-07-11 21:46:48] udpate price: 006805.KS, row: 3
[2024-07-11 21:46:49] udpate price: 00680K.KS, row: 3
[2024-07-11 21:46:50] udpate price: 006840.KS, row: 3
[2024-07-11 21:46:52] udpate price: 006880.KS, row: 3
[2024-07-11 21:46:53] udpate price: 006890.KS, row: 3
[2024-07-11 21:46:54] udpate price: 006980.KS, row: 3
[2024-07-11 21:46:56] udpate price: 007070.KS, row: 3
[2024-07-11 21:46:57] udpate price: 007110.KS, row: 3
[2024-07-11 21:46:58] udpate price: 007160.KS, row: 3
[2024-07-11 21:47:00] udpate price: 007210.KS, row: 3
[2024-07-11 21:47:01] udpate price: 007280.KS, row: 3
[2024-07-11 21:47:02] udpate price: 007310.KS, row: 3
[2024-07-11 21:47:03] udpate price: 007340.KS, row: 3
[2024-07-11 21:47:05] udpate price: 007540.KS, row: 3
[2024-07-11 21:47:06] udpate price: 007590.KS, row: 3
[2024-07-11 21:47:07] udpate price: 007660.KS, row: 3
[2024-07-11 21:47:09] udpate price: 007700.KS, row: 3
[2024-07-11 21:47:10] udpate price: 007860.KS, row: 3
[2024-07-11 21:47:11] udpate price: 007980.KS, row: 3
[2024-07-11 21:47:12] udpate price: 008040.KS, row: 3
[2024-07-11 21:47:14] udpate price: 008060.KS, row: 3
[2024-07-11 21:47:15] udpate price: 00806K.KS, row: 3
[2024-07-11 21:47:16] udpate price: 008110.KS, row: 3
[2024-07-11 21:47:18] udpate price: 008260.KS, row: 3
[2024-07-11 21:47:19] udpate price: 008420.KS, row: 3
[2024-07-11 21:47:20] udpate price: 008490.KS, row: 3
[2024-07-11 21:47:22] udpate price: 008700.KS, row: 3
[2024-07-11 21:47:23] udpate price: 008730.KS, row: 3
[2024-07-11 21:47:24] udpate price: 008770.KS, row: 3
[2024-07-11 21:47:26] udpate price: 008775.KS, row: 3
[2024-07-11 21:47:27] udpate price: 008930.KS, row: 3
[2024-07-11 21:47:28] udpate price: 008970.KS, row: 3
[2024-07-11 21:47:30] udpate price: 009070.KS, row: 3
[2024-07-11 21:47:31] udpate price: 009140.KS, row: 3
[2024-07-11 21:47:32] udpate price: 009150.KS, row: 3
[2024-07-11 21:47:34] udpate price: 009155.KS, row: 3
[2024-07-11 21:47:35] udpate price: 009180.KS, row: 3
[2024-07-11 21:47:36] udpate price: 009200.KS, row: 3
[2024-07-11 21:47:38] udpate price: 009240.KS, row: 3
[2024-07-11 21:47:39] udpate price: 009270.KS, row: 3
[2024-07-11 21:47:40] udpate price: 009290.KS, row: 3
[2024-07-11 21:47:41] udpate price: 009320.KS, row: 3
[2024-07-11 21:47:43] udpate price: 009420.KS, row: 3
[2024-07-11 21:47:44] udpate price: 009440.KS, row: 3
[2024-07-11 21:47:45] udpate price: 009450.KS, row: 3
[2024-07-11 21:47:47] udpate price: 009470.KS, row: 3
[2024-07-11 21:47:48] udpate price: 009540.KS, row: 3
[2024-07-11 21:47:49] udpate price: 009680.KS, row: 3
[2024-07-11 21:47:50] udpate price: 009770.KS, row: 3
[2024-07-11 21:47:52] udpate price: 009900.KS, row: 3
[2024-07-11 21:47:53] udpate price: 009970.KS, row: 3
[2024-07-11 21:47:54] udpate price: 010060.KS, row: 3
[2024-07-11 21:47:56] udpate price: 010100.KS, row: 3
[2024-07-11 21:47:57] udpate price: 010120.KS, row: 3
[2024-07-11 21:47:58] udpate price: 010130.KS, row: 3
[2024-07-11 21:48:00] udpate price: 010400.KS, row: 3
[2024-07-11 21:48:01] udpate price: 010640.KS, row: 3
[2024-07-11 21:48:02] udpate price: 010660.KS, row: 3
[2024-07-11 21:48:03] udpate price: 010690.KS, row: 3
[2024-07-11 21:48:05] udpate price: 010770.KS, row: 3
[2024-07-11 21:48:06] udpate price: 010780.KS, row: 3
[2024-07-11 21:48:08] udpate price: 010950.KS, row: 3
[2024-07-11 21:48:09] udpate price: 010955.KS, row: 3
[2024-07-11 21:48:11] udpate price: 010960.KS, row: 3
[2024-07-11 21:48:12] udpate price: 011070.KS, row: 3
[2024-07-11 21:48:13] udpate price: 011150.KS, row: 3
[2024-07-11 21:48:15] udpate price: 011155.KS, row: 3
[2024-07-11 21:48:16] udpate price: 011200.KS, row: 3
[2024-07-11 21:48:18] udpate price: 011210.KS, row: 3
[2024-07-11 21:48:19] udpate price: 011280.KS, row: 3
[2024-07-11 21:48:21] udpate price: 011330.KS, row: 3
[2024-07-11 21:48:22] udpate price: 011390.KS, row: 3
[2024-07-11 21:48:24] udpate price: 011500.KS, row: 3
[2024-07-11 21:48:25] udpate price: 011690.KS, row: 3
[2024-07-11 21:48:26] udpate price: 011760.KS, row: 3
[2024-07-11 21:48:28] udpate price: 011780.KS, row: 3
[2024-07-11 21:48:29] udpate price: 011785.KS, row: 3
[2024-07-11 21:48:31] udpate price: 011930.KS, row: 3
[2024-07-11 21:48:32] udpate price: 012030.KS, row: 3
[2024-07-11 21:48:34] udpate price: 012170.KS, row: 3
[2024-07-11 21:48:35] udpate price: 012280.KS, row: 3
[2024-07-11 21:48:36] udpate price: 012320.KS, row: 3
[2024-07-11 21:48:38] udpate price: 012330.KS, row: 3
[2024-07-11 21:48:39] udpate price: 012450.KS, row: 3
[2024-07-11 21:48:41] udpate price: 012510.KS, row: 3
[2024-07-11 21:48:42] udpate price: 012630.KS, row: 3
[2024-07-11 21:48:44] udpate price: 012690.KS, row: 3
[2024-07-11 21:48:45] udpate price: 012750.KS, row: 3
[2024-07-11 21:48:46] udpate price: 013000.KS, row: 3
[2024-07-11 21:48:48] udpate price: 013360.KS, row: 3
[2024-07-11 21:48:49] udpate price: 013520.KS, row: 3
[2024-07-11 21:48:50] udpate price: 013570.KS, row: 3
[2024-07-11 21:48:52] udpate price: 013580.KS, row: 3
[2024-07-11 21:48:53] udpate price: 013870.KS, row: 3
[2024-07-11 21:48:54] udpate price: 014160.KS, row: 3
[2024-07-11 21:48:56] udpate price: 014280.KS, row: 3
[2024-07-11 21:48:57] udpate price: 014285.KS, row: 3
[2024-07-11 21:48:58] udpate price: 014440.KS, row: 3
[2024-07-11 21:49:00] udpate price: 014530.KS, row: 3
[2024-07-11 21:49:01] udpate price: 014580.KS, row: 3
[2024-07-11 21:49:03] udpate price: 014680.KS, row: 3
[2024-07-11 21:49:04] udpate price: 014790.KS, row: 3
[2024-07-11 21:49:06] udpate price: 014820.KS, row: 3
[2024-07-11 21:49:07] udpate price: 014825.KS, row: 3
[2024-07-11 21:49:09] udpate price: 014830.KS, row: 3
[2024-07-11 21:49:10] udpate price: 015020.KS, row: 3
[2024-07-11 21:49:12] udpate price: 015230.KS, row: 3
[2024-07-11 21:49:13] udpate price: 015360.KS, row: 3
[2024-07-11 21:49:15] udpate price: 015590.KS, row: 3
[2024-07-11 21:49:16] udpate price: 015760.KS, row: 3
[2024-07-11 21:49:18] udpate price: 015860.KS, row: 3
[2024-07-11 21:49:19] udpate price: 015890.KS, row: 3
[2024-07-11 21:49:20] udpate price: 016090.KS, row: 3
[2024-07-11 21:49:22] udpate price: 016360.KS, row: 3
[2024-07-11 21:49:24] udpate price: 016380.KS, row: 3
[2024-07-11 21:49:26] udpate price: 016450.KS, row: 3
[2024-07-11 21:49:27] udpate price: 016580.KS, row: 3
[2024-07-11 21:49:29] udpate price: 016590.KS, row: 3
[2024-07-11 21:49:30] udpate price: 016610.KS, row: 3
[2024-07-11 21:49:32] udpate price: 016710.KS, row: 3
[2024-07-11 21:49:33] udpate price: 016740.KS, row: 3
[2024-07-11 21:49:35] udpate price: 016800.KS, row: 3
[2024-07-11 21:49:36] udpate price: 017040.KS, row: 3
[2024-07-11 21:49:38] udpate price: 017370.KS, row: 3
[2024-07-11 21:49:39] udpate price: 017390.KS, row: 3
[2024-07-11 21:49:41] udpate price: 017550.KS, row: 3
[2024-07-11 21:49:43] udpate price: 017670.KS, row: 3
[2024-07-11 21:49:44] udpate price: 017800.KS, row: 3
[2024-07-11 21:49:46] udpate price: 017810.KS, row: 3
[2024-07-11 21:49:47] udpate price: 017860.KS, row: 3
[2024-07-11 21:49:49] udpate price: 017900.KS, row: 3
[2024-07-11 21:49:52] udpate price: 017940.KS, row: 3
[2024-07-11 21:49:54] udpate price: 018250.KS, row: 3
[2024-07-11 21:49:55] udpate price: 018260.KS, row: 3
[2024-07-11 21:49:56] udpate price: 018470.KS, row: 3
[2024-07-11 21:49:58] udpate price: 018500.KS, row: 3
[2024-07-11 21:49:59] udpate price: 018670.KS, row: 3
[2024-07-11 21:50:01] udpate price: 018880.KS, row: 3
[2024-07-11 21:50:02] udpate price: 019180.KS, row: 3
[2024-07-11 21:50:04] udpate price: 019440.KS, row: 3
[2024-07-11 21:50:05] udpate price: 020000.KS, row: 3
[2024-07-11 21:50:07] udpate price: 020560.KS, row: 3
[2024-07-11 21:50:08] udpate price: 021050.KS, row: 3
[2024-07-11 21:50:09] udpate price: 021240.KS, row: 3
[2024-07-11 21:50:11] udpate price: 021820.KS, row: 3
[2024-07-11 21:50:12] udpate price: 022100.KS, row: 3
[2024-07-11 21:50:14] udpate price: 023000.KS, row: 3
[2024-07-11 21:50:15] udpate price: 023150.KS, row: 3
[2024-07-11 21:50:17] udpate price: 023350.KS, row: 3
[2024-07-11 21:50:18] udpate price: 023450.KS, row: 3
[2024-07-11 21:50:19] udpate price: 023530.KS, row: 3
[2024-07-11 21:50:21] udpate price: 023590.KS, row: 3
[2024-07-11 21:50:22] udpate price: 023800.KS, row: 3
[2024-07-11 21:50:24] udpate price: 023810.KS, row: 3
[2024-07-11 21:50:25] udpate price: 024090.KS, row: 3
[2024-07-11 21:50:26] udpate price: 024110.KS, row: 3
[2024-07-11 21:50:28] udpate price: 024900.KS, row: 3
[2024-07-11 21:50:29] udpate price: 025000.KS, row: 3
[2024-07-11 21:50:31] udpate price: 025530.KS, row: 3
[2024-07-11 21:50:32] udpate price: 025540.KS, row: 3
[2024-07-11 21:50:33] udpate price: 025820.KS, row: 3
[2024-07-11 21:50:35] udpate price: 025860.KS, row: 3
[2024-07-11 21:50:36] udpate price: 025890.KS, row: 3
[2024-07-11 21:50:37] udpate price: 026890.KS, row: 3
[2024-07-11 21:50:39] udpate price: 026940.KS, row: 3
[2024-07-11 21:50:40] udpate price: 026960.KS, row: 3
[2024-07-11 21:50:42] udpate price: 027410.KS, row: 3
[2024-07-11 21:50:43] udpate price: 027740.KS, row: 3
[2024-07-11 21:50:45] udpate price: 028050.KS, row: 3
[2024-07-11 21:50:46] udpate price: 028100.KS, row: 3
[2024-07-11 21:50:47] udpate price: 028260.KS, row: 3
[2024-07-11 21:50:49] udpate price: 02826K.KS, row: 3
[2024-07-11 21:50:50] udpate price: 028670.KS, row: 3
[2024-07-11 21:50:51] udpate price: 029460.KS, row: 3
[2024-07-11 21:50:53] udpate price: 029530.KS, row: 3
[2024-07-11 21:50:55] udpate price: 029780.KS, row: 3
[2024-07-11 21:50:56] udpate price: 030000.KS, row: 3
[2024-07-11 21:50:58] udpate price: 030190.KS, row: 3
[2024-07-11 21:51:00] udpate price: 030200.KS, row: 3
[2024-07-11 21:51:02] udpate price: 030610.KS, row: 3
[2024-07-11 21:51:03] udpate price: 031430.KS, row: 3
[2024-07-11 21:51:04] udpate price: 031440.KS, row: 3
[2024-07-11 21:51:06] udpate price: 031820.KS, row: 3
[2024-07-11 21:51:07] udpate price: 032560.KS, row: 3
[2024-07-11 21:51:09] udpate price: 032640.KS, row: 3
[2024-07-11 21:51:10] udpate price: 032830.KS, row: 3
[2024-07-11 21:51:12] udpate price: 033240.KS, row: 3
[2024-07-11 21:51:13] udpate price: 033250.KS, row: 3
[2024-07-11 21:51:15] udpate price: 033270.KS, row: 3
[2024-07-11 21:51:16] udpate price: 033530.KS, row: 3
[2024-07-11 21:51:18] udpate price: 033780.KS, row: 3
[2024-07-11 21:51:19] udpate price: 033920.KS, row: 3
[2024-07-11 21:51:20] udpate price: 034020.KS, row: 3
[2024-07-11 21:51:22] udpate price: 034120.KS, row: 3
[2024-07-11 21:51:23] udpate price: 034230.KS, row: 3
[2024-07-11 21:51:25] udpate price: 034310.KS, row: 3
[2024-07-11 21:51:26] udpate price: 034590.KS, row: 3
[2024-07-11 21:51:28] udpate price: 035000.KS, row: 3
[2024-07-11 21:51:29] udpate price: 035150.KS, row: 3
[2024-07-11 21:51:31] udpate price: 035250.KS, row: 3
[2024-07-11 21:51:32] udpate price: 035420.KS, row: 3
[2024-07-11 21:51:34] udpate price: 035510.KS, row: 3
[2024-07-11 21:51:35] udpate price: 036530.KS, row: 3
[2024-07-11 21:51:37] udpate price: 036570.KS, row: 3
[2024-07-11 21:51:39] udpate price: 037270.KS, row: 3
[2024-07-11 21:51:40] udpate price: 037710.KS, row: 3
[2024-07-11 21:51:42] udpate price: 039130.KS, row: 3
[2024-07-11 21:51:43] udpate price: 039490.KS, row: 3
[2024-07-11 21:51:45] udpate price: 039570.KS, row: 3
[2024-07-11 21:51:46] udpate price: 041650.KS, row: 3
[2024-07-11 21:51:47] udpate price: 042660.KS, row: 3
[2024-07-11 21:51:49] udpate price: 042670.KS, row: 3
[2024-07-11 21:51:50] udpate price: 042700.KS, row: 3
[2024-07-11 21:51:52] udpate price: 044450.KS, row: 3
[2024-07-11 21:51:53] udpate price: 044820.KS, row: 3
[2024-07-11 21:51:55] udpate price: 047040.KS, row: 3
[2024-07-11 21:51:56] udpate price: 047050.KS, row: 3
[2024-07-11 21:51:57] udpate price: 047810.KS, row: 3
[2024-07-11 21:51:59] udpate price: 049770.KS, row: 3
[2024-07-11 21:52:00] udpate price: 049800.KS, row: 3
[2024-07-11 21:52:02] udpate price: 051600.KS, row: 3
[2024-07-11 21:52:03] udpate price: 051900.KS, row: 3
