[2024-07-11 21:41:02] Try to insert 1309 codes
[2024-07-11 21:41:06] udpate price: 900340.KQ, row: 3
[2024-07-11 21:47:53] udpate price: 119860.KQ, row: 3
[2024-07-11 21:47:54] udpate price: 264850.KQ, row: 3
[2024-07-11 21:47:55] udpate price: 445970.KQ, row: 3
[2024-07-11 21:47:57] udpate price: 016600.KQ, row: 3
[2024-07-11 21:47:58] udpate price: 126730.KQ, row: 3
[2024-07-11 21:47:59] udpate price: 042510.KQ, row: 3
[2024-07-11 21:48:01] udpate price: 285490.KQ, row: 3
[2024-07-11 21:48:02] udpate price: 003100.KQ, row: 3
[2024-07-11 21:48:03] udpate price: 046440.KQ, row: 3
[2024-07-11 21:48:05] udpate price: 448740.KQ, row: 3
[2024-07-11 21:48:06] udpate price: 027360.KQ, row: 3
[2024-07-11 21:48:07] udpate price: 073490.KQ, row: 3
[2024-07-11 21:48:09] udpate price: 130580.KQ, row: 3
[2024-07-11 21:48:10] udpate price: 259630.KQ, row: 3
[2024-07-11 21:48:12] udpate price: 368970.KQ, row: 3
[2024-07-11 21:48:13] udpate price: 104460.KQ, row: 3
[2024-07-11 21:48:15] udpate price: 078350.KQ, row: 3
[2024-07-11 21:48:16] udpate price: 124560.KQ, row: 3
[2024-07-11 21:48:18] udpate price: 078070.KQ, row: 3
[2024-07-11 21:48:19] udpate price: 054920.KQ, row: 3
[2024-07-11 21:48:20] udpate price: 440290.KQ, row: 3
[2024-07-11 21:48:22] udpate price: 091580.KQ, row: 3
[2024-07-11 21:48:23] udpate price: 309930.KQ, row: 3
[2024-07-11 21:48:25] udpate price: 081580.KQ, row: 3
[2024-07-11 21:48:26] udpate price: 081150.KQ, row: 3
[2024-07-11 21:48:28] udpate price: 023410.KQ, row: 3
[2024-07-11 21:48:29] udpate price: 011560.KQ, row: 3
[2024-07-11 21:48:31] udpate price: 900100.KQ, row: 3
[2024-07-11 21:48:32] udpate price: 114450.KQ, row: 3
[2024-07-11 21:48:34] udpate price: 049480.KQ, row: 3
[2024-07-11 21:48:35] udpate price: 109740.KQ, row: 3
[2024-07-11 21:48:36] udpate price: 296640.KQ, row: 3
[2024-07-11 21:48:38] udpate price: 215000.KQ, row: 3
[2024-07-11 21:48:40] udpate price: 043150.KQ, row: 3
[2024-07-11 21:48:43] udpate price: 208860.KQ, row: 0
[2024-07-11 21:48:44] udpate price: 284620.KQ, row: 3
[2024-07-11 21:48:46] udpate price: 043370.KQ, row: 3
[2024-07-11 21:48:47] udpate price: 352770.KQ, row: 3
[2024-07-11 21:48:48] udpate price: 079650.KQ, row: 3
[2024-07-11 21:48:49] udpate price: 096350.KQ, row: 3
[2024-07-11 21:48:51] udpate price: 036630.KQ, row: 3
[2024-07-11 21:48:52] udpate price: 024740.KQ, row: 3
[2024-07-11 21:48:53] udpate price: 094480.KQ, row: 3
[2024-07-11 21:48:54] udpate price: 042040.KQ, row: 3
[2024-07-11 21:48:56] udpate price: 008830.KQ, row: 3
[2024-07-11 21:48:57] udpate price: 019550.KQ, row: 3
[2024-07-11 21:48:58] udpate price: 214150.KQ, row: 3
[2024-07-11 21:49:00] udpate price: 388720.KQ, row: 3
[2024-07-11 21:49:01] udpate price: 900120.KQ, row: 3
[2024-07-11 21:49:02] udpate price: 067920.KQ, row: 3
[2024-07-11 21:49:04] udpate price: 265520.KQ, row: 3
[2024-07-11 21:49:06] udpate price: 448760.KQ, row: 3
[2024-07-11 21:49:07] udpate price: 018310.KQ, row: 3
[2024-07-11 21:49:09] udpate price: 160190.KQ, row: 3
[2024-07-11 21:49:10] udpate price: 262840.KQ, row: 3
[2024-07-11 21:49:12] udpate price: 225590.KQ, row: 3
[2024-07-11 21:49:13] udpate price: 042420.KQ, row: 3
[2024-07-11 21:49:14] udpate price: 101170.KQ, row: 3
[2024-07-11 21:49:16] udpate price: 093190.KQ, row: 3
[2024-07-11 21:49:17] udpate price: 221980.KQ, row: 3
[2024-07-11 21:49:18] udpate price: 330350.KQ, row: 3
[2024-07-11 21:49:20] udpate price: 089230.KQ, row: 3
[2024-07-11 21:49:21] udpate price: 064850.KQ, row: 3
[2024-07-11 21:49:23] udpate price: 182360.KQ, row: 3
[2024-07-11 21:49:25] udpate price: 089790.KQ, row: 3
[2024-07-11 21:49:26] udpate price: 053350.KQ, row: 3
[2024-07-11 21:49:28] udpate price: 079190.KQ, row: 3
[2024-07-11 21:49:29] udpate price: 037760.KQ, row: 3
[2024-07-11 21:49:30] udpate price: 317690.KQ, row: 3
[2024-07-11 21:49:32] udpate price: 013310.KQ, row: 3
[2024-07-11 21:49:33] udpate price: 041520.KQ, row: 3
[2024-07-11 21:49:35] udpate price: 041930.KQ, row: 3
[2024-07-11 21:49:36] udpate price: 131220.KQ, row: 3
[2024-07-11 21:49:38] udpate price: 119850.KQ, row: 3
[2024-07-11 21:49:39] udpate price: 011320.KQ, row: 3
[2024-07-11 21:49:41] udpate price: 005290.KQ, row: 3
[2024-07-11 21:49:42] udpate price: 066980.KQ, row: 3
[2024-07-11 21:49:44] udpate price: 033830.KQ, row: 3
[2024-07-11 21:49:45] udpate price: 190510.KQ, row: 3
[2024-07-11 21:49:47] udpate price: 124500.KQ, row: 3
[2024-07-11 21:49:48] udpate price: 086900.KQ, row: 3
[2024-07-11 21:49:50] udpate price: 091120.KQ, row: 3
[2024-07-11 21:49:53] udpate price: 077360.KQ, row: 3
[2024-07-11 21:49:54] udpate price: 293580.KQ, row: 3
[2024-07-11 21:49:56] udpate price: 443250.KQ, row: 3
[2024-07-11 21:49:57] udpate price: 072470.KQ, row: 3
[2024-07-11 21:49:59] udpate price: 347890.KQ, row: 3
[2024-07-11 21:50:00] udpate price: 088910.KQ, row: 3
[2024-07-11 21:50:02] udpate price: 950190.KQ, row: 3
[2024-07-11 21:50:03] udpate price: 051370.KQ, row: 3
[2024-07-11 21:50:05] udpate price: 306040.KQ, row: 3
[2024-07-11 21:50:06] udpate price: 458320.KQ, row: 3
[2024-07-11 21:50:07] udpate price: 299660.KQ, row: 3
[2024-07-11 21:50:09] udpate price: 048550.KQ, row: 3
[2024-07-11 21:50:10] udpate price: 215200.KQ, row: 3
[2024-07-11 21:50:11] udpate price: 067080.KQ, row: 3
[2024-07-11 21:50:13] udpate price: 230360.KQ, row: 3
[2024-07-11 21:50:14] udpate price: 037950.KQ, row: 3
[2024-07-11 21:50:16] udpate price: 014940.KQ, row: 3
[2024-07-11 21:50:17] udpate price: 104040.KQ, row: 3
[2024-07-11 21:50:19] udpate price: 219130.KQ, row: 3
[2024-07-11 21:50:20] udpate price: 189860.KQ, row: 3
[2024-07-11 21:50:22] udpate price: 430690.KQ, row: 3
[2024-07-11 21:50:23] udpate price: 036120.KQ, row: 3
[2024-07-11 21:50:24] udpate price: 302430.KQ, row: 3
[2024-07-11 21:50:26] udpate price: 045100.KQ, row: 3
[2024-07-11 21:50:27] udpate price: 433530.KQ, row: 3
[2024-07-11 21:50:28] udpate price: 473000.KQ, row: 3
[2024-07-11 21:50:30] udpate price: 452300.KQ, row: 3
[2024-07-11 21:50:31] udpate price: 204630.KQ, row: 3
[2024-07-11 21:50:33] udpate price: 251630.KQ, row: 3
[2024-07-11 21:50:34] udpate price: 445090.KQ, row: 3
[2024-07-11 21:50:35] udpate price: 418550.KQ, row: 3
[2024-07-11 21:50:37] udpate price: 021080.KQ, row: 3
[2024-07-11 21:50:38] udpate price: 063760.KQ, row: 3
[2024-07-11 21:50:40] udpate price: 457630.KQ, row: 3
[2024-07-11 21:50:41] udpate price: 078860.KQ, row: 3
[2024-07-11 21:50:42] udpate price: 072870.KQ, row: 3
[2024-07-11 21:50:44] udpate price: 443670.KQ, row: 3
[2024-07-11 21:50:45] udpate price: 049430.KQ, row: 3
[2024-07-11 21:50:47] udpate price: 032080.KQ, row: 3
[2024-07-11 21:50:48] udpate price: 437780.KQ, row: 3
[2024-07-11 21:50:49] udpate price: 195940.KQ, row: 3
[2024-07-11 21:50:51] udpate price: 038680.KQ, row: 3
[2024-07-11 21:50:52] udpate price: 017510.KQ, row: 3
[2024-07-11 21:50:54] udpate price: 253450.KQ, row: 3
[2024-07-11 21:50:56] udpate price: 382800.KQ, row: 3
[2024-07-11 21:50:57] udpate price: 261200.KQ, row: 3
[2024-07-11 21:50:59] udpate price: 102710.KQ, row: 3
[2024-07-11 21:51:01] udpate price: 405100.KQ, row: 3
[2024-07-11 21:51:02] udpate price: 099410.KQ, row: 3
[2024-07-11 21:51:04] udpate price: 448370.KQ, row: 3
[2024-07-11 21:51:05] udpate price: 131180.KQ, row: 3
[2024-07-11 21:51:06] udpate price: 303530.KQ, row: 3
[2024-07-11 21:51:08] udpate price: 086960.KQ, row: 3
[2024-07-11 21:51:09] udpate price: 014200.KQ, row: 3
[2024-07-11 21:51:11] udpate price: 416180.KQ, row: 3
[2024-07-11 21:51:13] udpate price: 038500.KQ, row: 3
[2024-07-11 21:51:14] udpate price: 435870.KQ, row: 3
[2024-07-11 21:51:16] udpate price: 424140.KQ, row: 3
[2024-07-11 21:51:17] udpate price: 352480.KQ, row: 3
[2024-07-11 21:51:18] udpate price: 107600.KQ, row: 3
[2024-07-11 21:51:20] udpate price: 222420.KQ, row: 3
[2024-07-11 21:51:21] udpate price: 032540.KQ, row: 3
[2024-07-11 21:51:23] udpate price: 050890.KQ, row: 3
[2024-07-11 21:51:24] udpate price: 298060.KQ, row: 3
[2024-07-11 21:51:26] udpate price: 438220.KQ, row: 3
[2024-07-11 21:51:28] udpate price: 027710.KQ, row: 3
[2024-07-11 21:51:29] udpate price: 151860.KQ, row: 3
[2024-07-11 21:51:30] udpate price: 089890.KQ, row: 3
[2024-07-11 21:51:32] udpate price: 272290.KQ, row: 3
[2024-07-11 21:51:33] udpate price: 208350.KQ, row: 3
[2024-07-11 21:51:35] udpate price: 464680.KQ, row: 3
[2024-07-11 21:51:37] udpate price: 134060.KQ, row: 3
[2024-07-11 21:51:38] udpate price: 250060.KQ, row: 3
[2024-07-11 21:51:40] udpate price: 031310.KQ, row: 3
[2024-07-11 21:51:41] udpate price: 083660.KQ, row: 3
[2024-07-11 21:51:43] udpate price: 041440.KQ, row: 3
[2024-07-11 21:51:44] udpate price: 474490.KQ, row: 3
[2024-07-11 21:51:45] udpate price: 354200.KQ, row: 3
[2024-07-11 21:51:47] udpate price: 291650.KQ, row: 3
[2024-07-11 21:51:48] udpate price: 238200.KQ, row: 0
[2024-07-11 21:51:49] udpate price: 393890.KQ, row: 3
[2024-07-11 21:51:51] udpate price: 046120.KQ, row: 3
[2024-07-11 21:51:52] udpate price: 142210.KQ, row: 3
[2024-07-11 21:51:53] udpate price: 237820.KQ, row: 3
